file,IntegratedLUFS,LRA,TruePeak_dBTP,R128_target,R128_gainLU,R128_pass,A85_target,A85_gainLU,A85_pass,TP_overRisk
seq-3341-13-19-24bit.wav.wav,-24.8200813497262,NaN,-22.9944721429719,-23,1.82008134972619,0,-24,0.820081349726191,1,0
seq-3341-13-2-24bit.wav,-24.8200813425608,NaN,-22.9944721429719,-23,1.82008134256076,0,-24,0.820081342560762,1,0
seq-3341-13-20-24bit.wav.wav,-24.8200813499457,NaN,-22.9944721429719,-23,1.8200813499457,0,-24,0.820081349945699,1,0
seq-3341-13-3-24bit.wav.wav,-24.8200813495731,NaN,-22.9944721429719,-23,1.82008134957309,0,-24,0.820081349573087,1,0
seq-3341-13-4-24bit.wav.wav,-24.8200813497279,NaN,-22.9944721429719,-23,1.82008134972791,0,-24,0.820081349727911,1,0
seq-3341-13-5-24bit.wav.wav,-24.820081349729,NaN,-22.9944721429719,-23,1.82008134972896,0,-24,0.820081349728962,1,0
seq-3341-13-6-24bit.wav.wav,-24.8200813497289,NaN,-22.9944721429719,-23,1.82008134972886,0,-24,0.820081349728856,1,0
seq-3341-13-7-24bit.wav.wav,-24.8200813497289,NaN,-22.9944721429719,-23,1.82008134972888,0,-24,0.820081349728877,1,0
seq-3341-13-8-24bit.wav.wav,-24.8200813497289,NaN,-22.9944721429719,-23,1.82008134972888,0,-24,0.820081349728881,1,0
seq-3341-13-9-24bit.wav.wav,-24.8200813497289,NaN,-22.9944721429719,-23,1.82008134972889,0,-24,0.820081349728895,1,0
seq-3341-14-24bit.wav.wav,-26.3206025932746,13.5823355980786,-18.994475376778,-23,3.32060259327463,0,-24,2.32060259327463,0,0
seq-3341-15-24bit.wav.wav,-9.83040642208662,0.00163496046064715,-5.99473756408632,-23,-13.1695935779134,0,-24,-14.1695935779134,0,0
seq-3341-16-24bit.wav.wav,-9.83040750679165,0.00163520323925326,-5.98509709681388,-23,-13.1695924932083,0,-24,-14.1695924932083,0,0
seq-3341-17-24bit.wav.wav,-9.72089647693661,0.0016355043382088,-5.99351728957482,-23,-13.2791035230634,0,-24,-14.2791035230634,0,0
seq-3341-18-24bit.wav.wav,-9.57140442141814,0.00163554666590215,-5.9917409382603,-23,-13.4285955785819,0,-24,-14.4285955785819,0,0
seq-3341-19-24bit.wav.wav,-0.820424499625285,0.00163520315965116,3.02488598129204,-23,-22.1795755003747,0,-24,-23.1795755003747,0,1
seq-3341-2-16bit.wav,-31.7778880041041,7.60000816342199e-05,-32.9129700670187,-23,8.77788800410409,0,-24,7.77788800410409,0,0
seq-3341-20-24bit.wav.wav,-9.72044166014391,0.0016794837523193,-0.124655753649378,-23,-13.2795583398561,0,-24,-14.2795583398561,0,1
seq-3341-2011-8_seq-3342-6-24bit-v02.wav,-21.315648740085,15.1735798149723,-3.34923137886215,-23,-1.68435125991501,0,-24,-2.68435125991501,0,0
seq-3341-21-24bit.wav.wav,-9.72044178833434,0.00167976250498469,-0.11265928866717,-23,-13.2795582116657,0,-24,-14.2795582116657,0,1
seq-3341-22-24bit.wav.wav,-9.72044158485638,0.00168002038604342,-0.137894024032598,-23,-13.2795584151436,0,-24,-14.2795584151436,0,1
seq-3341-23-24bit.wav.wav,-9.72044168702477,0.00168018547443261,-0.112658508919264,-23,-13.2795583129752,0,-24,-14.2795583129752,0,1
seq-3341-3-16bit-v02.wav,-21.8114699293086,12.9980936235728,-22.9937116263453,-23,-1.18853007069143,0,-24,-2.18853007069143,0,0
seq-3341-4-16bit-v02.wav,-21.8114699293086,48.9343142662957,-22.9937116263453,-23,-1.18853007069143,0,-24,-2.18853007069143,0,0
seq-3341-5-16bit-v02.wav,-21.8293363329479,6.00140914642158,-19.9939424965158,-23,-1.17066366705207,0,-24,-2.17066366705207,0,0
seq-3341-6-5channels-16bit.wav,-26.5152712900285,7.105427357601e-15,-27.7006572077778,-23,3.51527129002848,0,-24,2.51527129002848,0,0
seq-3341-6-6channels-WAVEEX-16bit.wav,-28.0988962109808,0,-29.2842821287303,-23,5.09889621098079,0,-24,4.09889621098079,0,0
seq-3341-7_seq-3342-5-24bit.wav,-19.654147154163,6.24910868989503,-9.01820403889822,-23,-3.34585284583703,0,-24,-4.34585284583703,0,0
seq-3341-9-24bit.wav,-21.8609359497637,6.8741061617593,-19.9944705540917,-23,-1.13906405023629,0,-24,-2.13906405023629,0,0
seq-3342-1-16bit.wav,-21.4073711765114,10.0011063460899,-19.9939424965158,-23,-1.59262882348861,0,-24,-2.59262882348861,0,0
seq-3342-2-16bit.wav,-15.6282810956826,4.99937346364263,-14.9945709623603,-23,-7.37171890431743,0,-24,-8.37171890431743,0,0
seq-3342-3-16bit.wav,-18.8107756733952,19.995073585584,-19.9939424965158,-23,-4.18922432660476,0,-24,-5.18922432660476,0,0
seq-3342-4-16bit.wav,-23.3159221615523,29.9893893887697,-19.9939424965158,-23,0.315922161552319,1,-24,-0.684077838447681,1,0
